Date,CRDBX_Gross,CRDBX_Net,Defensive,Intl_Tactical,GoldDigger,SPY,Combined_4Sleeve
2020-08-31,-0.0007890381563530448,-0.001947371489686378,-0.0162951536470889,0.04157404377294216,-0.0032356731296194763,0.06979680980326686,0.005313544709970185
2020-09-30,0.008963017912314093,0.007804684578980758,0.0011100196110920058,-0.018356365736929003,-0.0417140433776253,-0.037443515720288145,-0.012499342897787051
2020-10-31,-0.045308109741568,-0.04646644307490133,0.011504930911528478,-0.020439351335593048,-0.0051942084141127776,-0.024933464455112464,-0.014859184644936338
2020-11-30,0.18694500582163373,0.1857866724883004,0.038372172870622355,0.12608224021806014,-0.05408625961608993,0.10877660566541203,0.07432828982355658
2020-12-31,0.08108942710549467,0.07993109377216134,0.005836215774423869,0.055436330779665255,0.07013861264675048,0.03704839560025808,0.05312514657658357
2021-01-31,0.017551677991268295,0.01639334465793496,-0.030732113598671403,0.0028278589902812623,-0.03223816988295236,-0.010190360551989852,-0.01064768662501855
2021-02-28,0.04712623440266568,0.04596790106933235,-0.04130074156934661,0.01974076217314935,-0.06256881416817583,0.027805541425885538,-0.009250639790426854
2021-03-31,0.09599253102005818,0.09483419768672485,0.12093656882422617,0.017330266108900094,-0.011433105943016053,0.04539924758326741,0.0557065650025421
2021-04-30,0.037778178068366766,0.036619844735033436,0.04001779561563005,0.025552645983651257,0.035633887903232075,0.052910585372928365,0.03474562689272004
2021-05-31,-0.00767327346817252,-0.008831606801505854,0.004717012176406354,0.030924183269504857,0.07678377966625938,0.00656593767852609,0.026187925410999516
2021-06-30,0.005955970728516574,0.004797637395183241,-0.031993483276474825,-0.003782356801045106,-0.07147662098325525,0.022427511353666718,-0.02532412258306465
2021-07-31,0.04686096460348406,0.04570263127015073,0.0345747012249887,-0.016518792356568168,0.025297363508325565,0.024412290458454722,0.022553559245057538
2021-08-31,0.03964513437775903,0.0384868010444257,0.0033081859022349057,0.014497826136735004,-0.0007655451490135023,0.029760020004196752,0.014171400316928859
2021-09-30,-0.07735931814940937,-0.0785176514827427,-0.053750904637063224,-0.03433239906429186,-0.03223525924924131,-0.04660546436075996,-0.049419470275001445
2021-10-31,0.11363268212058593,0.1124743487872526,0.03488735378971651,0.029958312254158015,0.014797178527087285,0.07016351857350811,0.048318881672886935
2021-11-30,-0.012934795740462562,-0.014093129073795896,-0.021293335382052987,-0.04187821578714701,-0.006900653696985448,-0.00803481079273316,-0.020751750151662002
2021-12-31,0.29284617912324945,0.29168784578991613,0.10999488941780822,0.03344905540885512,0.032990977123064535,0.046247714811941565,0.11732027526824433
2022-01-31,-0.0922921748626953,-0.09345050819602863,0.00617536446174412,-0.025539470604824976,-0.016787612677039987,-0.052741287312168095,-0.032110973420704035
2022-02-28,-0.07549354370332044,-0.07665187703665377,-0.010513390887351504,-0.03340721186189988,0.061217257237826006,-0.02951698841170025,-0.014549222303686455
2022-03-31,-0.056093778867211605,-0.057252112200544936,0.06532428333399543,-0.0019094367655537736,0.0127255799503041,0.03759029104606304,0.005011661912883537
2022-04-30,0.0193769956398759,0.018218662306542566,0.007744092793921886,-0.06696010252884521,-0.020702963524693363,-0.08776888341090394,-0.015135494404935198
2022-05-31,0.00016432816945096112,-0.0009940051638823721,0.027348268365903067,0.01804407697798438,-0.03261547766106776,0.0022570684932425866,0.0032352989630676614
2022-06-30,0.02404388720001323,0.022885553866679897,-0.027173775790315692,-0.07804105062975308,-0.01565965107712486,-0.0824603088802367,-0.0242076475742951
2022-07-31,0.042014257435607674,0.040855924102274344,0.02517612075092541,0.033777786247462194,-0.0258815174913124,0.09208745561299381,0.01877166173567072
2022-08-31,0.002093068541960413,0.0009347352086270799,-0.013407968240716472,-0.04836635692515889,-0.02943328245830701,-0.04080186235508265,-0.02227863477055549
2022-09-30,-0.002576562936903265,-0.0037348962702365984,-0.09449933705339142,-0.09622750099727584,-0.028881810636775418,-0.09244604068772622,-0.05554630290608649
2022-10-31,0.11924649339213174,0.11808816005879841,0.05716774726664953,0.03524113085388758,-0.017844407703562548,0.08127548765801551,0.04845274095227657
2022-11-30,-0.03823817137151535,-0.03939650470484868,0.06903929907088296,0.1337518497765755,0.0849186596373046,0.05559162909911963,0.06236790927831193
2022-12-31,0.005825550597403822,0.004667217264070489,-0.0028572934031496633,-0.023096018360944326,0.02930648566594085,-0.057628160040254395,0.0022946811248126713
2023-01-31,0.031672508757204024,0.030514175423870693,-0.01640738584212024,0.08923078191841993,0.05759257431981046,0.06288734121889594,0.040522119788328544
2023-02-28,0.012156772252240395,0.01099843891890706,-0.039354251719513636,-0.04519773440951158,-0.05367596391642193,-0.025142908913970308,-0.03151779444830169
2023-03-31,0.14425463284514903,0.14309629951181568,0.0403588468541405,0.030642438305638287,0.07916128247166143,0.037078071959806724,0.07360430011914731
2023-04-30,0.02312020781118092,0.021961874477847587,0.028403117050556297,0.018659105327603065,0.008623522653246951,0.015974754349090903,0.01970148821064681
2023-05-31,-0.028927731693732566,-0.0300860650270659,-0.054022826361955475,-0.03743971589660733,-0.013419890078922081,0.004616283504743857,-0.033452541007804364
2023-06-30,0.048425731683596054,0.047267398350262724,0.012169399627706783,0.04613121900323325,-0.02221370606110007,0.06479981580356386,0.021128161063359005
2023-07-31,0.027251571282426574,0.02609323794909324,0.01783152477285571,0.03921175445864855,0.02288664235862692,0.03273316768215451,0.026795373218139438
2023-08-31,-0.030456824189016334,-0.03161515752234967,-0.05116313717414521,-0.04750738523562381,-0.012777635059315506,-0.016251864424745355,-0.035476245414525216
2023-09-30,0.002394573048839016,0.0012362397155056826,-0.032945056846664114,-0.03509854834976445,-0.047605861131121974,-0.04743448186401067,-0.02831372331967788
2023-10-31,-0.04375690731937258,-0.04491524065270591,0.01430947261021993,-0.031269900911892634,0.07372411557093361,-0.021708562083937344,0.0032516949874720827
2023-11-30,0.02777756503043612,0.026619231697102785,0.029672402173235257,0.08278437105010172,0.02531372564947043,0.09134360398661046,0.04138701597581088
2023-12-31,0.07372639785773978,0.07256806452440645,0.009364476246021696,0.04978101319012129,0.012821182352028115,0.045655462991933904,0.03642326741147772
2024-01-31,0.006835514796241743,0.005677181462908409,-0.0009259051564323272,-0.017241403903832553,-0.014228180398366375,0.015926412525066214,-0.006389993665597378
2024-02-29,0.03583584260570123,0.0346775092723679,-0.004600241424393747,0.030303074286281095,0.004563548019519192,0.052186974582298484,0.016525555871776943
2024-03-31,0.007393687378065744,0.006235354044732411,0.0423220449671443,0.03308819386007089,0.08668323846462611,0.03270191886315854,0.04237179116747676
2024-04-30,0.02439614241115669,0.023237809077823357,-0.0012906480421326695,-0.02434910751075514,0.02989497307015121,-0.04031967945514814,0.007162839982105022
2024-05-31,0.041279373906172936,0.040121040572839606,0.02504820165011412,0.039546975004936424,0.016189210429127243,0.05057958576521049,0.03051594024758768
2024-06-30,0.04555439268381219,0.044396059350478856,-0.02602516647346571,-0.004470756113060914,-0.0013469974027457976,0.03528004842649368,0.003427868173634941
2024-07-31,-0.012778991355391327,-0.013937324688724662,0.07735235433123956,0.021645046330150075,0.053671963349382734,0.012109172696890491,0.03497259316384526
2024-08-31,-0.05043185698872159,-0.05159019032205492,0.046029489451229325,0.027081801493538338,0.02092249026936499,0.02336555104472482,0.010900481056352766
2024-09-30,0.04065167329457671,0.03949333996124338,0.026707018084112265,0.026367716236581185,0.050888514912532656,0.021004663880833885,0.0361537306319507
2024-10-31,0.11441003950930613,0.1132517061759728,-0.0281824252609482,-0.046487247774912754,0.04299348742370923,-0.008923559583879692,0.0206834634742886
2024-11-30,0.09859844816300929,0.09744011482967596,0.031041519951335823,-0.00274929851935779,-0.031241364603207922,0.0596335283449696,0.02391232624794485
2024-12-31,-0.013046572522332028,-0.014204905855665362,-0.07361093869013695,-0.027643216951110827,-0.014088486936242095,-0.024060081874675232,-0.032097303774955475
2025-01-31,0.0386488178214683,0.03749048448813497,0.022277450463744554,0.034892628589473285,0.06785607873643396,0.026856408076720406,0.040918743902780025
2025-02-28,-0.02612788795699787,-0.027286221290331203,0.07772625212037491,0.024824028800171982,0.018216241876358952,-0.012694837033450312,0.023659658709976994
2025-03-31,-0.07389845477720695,-0.07505678811054028,0.028441099150927233,0.0023499784098663934,0.09446585889998316,-0.05571919586383445,0.012839620420892458
2025-04-30,0.12001079448512182,0.11885246115178849,-0.014080874416127497,0.027051406794778243,0.05424437277239913,-0.008670229175496758,0.046806424909042924
2025-05-31,-0.017889244911130236,-0.01904757824446357,-0.036200361066544715,0.04442487929604666,-0.0005595776946504261,0.06284501787581465,-0.00255607609406968
2025-06-30,0.06986629118636585,0.06870795785303252,-0.0018933939832847912,0.039110466690933654,0.004051318985581975,0.051386078379676015,0.02778367071989917
2025-07-31,0.04937634089200911,0.04821800755867578,0.002533409284007243,-0.011158522917855573,-0.0061345510598058706,0.023031507308652444,0.008654169049588727
2025-08-31,0.011158266376685117,0.009999933043351783,0.024375182426880644,0.04115507164168419,0.049874624687468394,0.02051959125720848,0.03164078628317959
2025-09-30,0.011719509635595721,0.010561176302262387,0.026573682334680365,0.03618107013575056,0.11758415768627128,0.03562036952182912,0.04801460494807448
2025-10-31,0.0738131491571656,0.07265481582383226,-0.02115538196245828,0.020612118543539282,0.035586670754335525,0.023837458474752493,0.02721413912314553
2025-11-30,0.07549210746519482,0.07433377413186149,0.03357247741193467,0.0021099860603555065,0.05367817567023114,0.0019499283249213573,0.04121318665192904
2025-12-31,0.071066754559663,0.06990842122632968,-0.04161016026498031,0.02559720199579041,0.02173350667644791,0.000797497311368911,0.019196825741730254
2026-01-31,0.013870219429058046,0.012711886095724712,0.03694351384880104,0.05437213876383806,0.12273224230545976,0.014737781623702428,0.05697952858678923
2026-02-28,-0.03928796496056068,-0.04044629829389401,0.0862652645198414,0.05185078033681445,0.08720077925273872,-0.008641965290305365,0.04650721478720847
2026-03-31,-0.00174864059018946,-0.002906973923522793,-0.007445809810994403,-0.04069844061113037,-0.024702867611434143,-0.001253641253961546,-0.018648939655937093
